class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
1,no checking,15,existing paid,furniture/equipment,2186.0,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,145.73333333333332,26-35,13-24,1,66.24242424242425
2,<0,18,existing paid,furniture/equipment,4153.0,<100,1<=X<4,2,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes,230.72222222222223,36-45,13-24,0,98.88095238095238
2,<0,16,critical/other existing credit,new car,2625.0,<100,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,164.0625,36-45,13-24,1,61.04651162790697
1,no checking,20,critical/other existing credit,new car,3485.0,no known savings,<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes,174.25,36-45,13-24,0,79.20454545454545
1,no checking,36,critical/other existing credit,used car,10477.0,no known savings,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes,291.02777777777777,36-45,25-36,0,249.45238095238096
1,no checking,15,existing paid,radio/tv,1386.0,no known savings,1<=X<4,4,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,92.4,36-45,13-24,1,34.65
1,no checking,24,existing paid,radio/tv,1278.0,<100,>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,53.25,36-45,13-24,0,35.5
1,<0,12,existing paid,radio/tv,1107.0,<100,1<=X<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,92.25,18-25,<=12,1,55.35
1,<0,21,existing paid,new car,3763.0,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,179.1904761904762,18-25,13-24,0,156.79166666666666
1,0<=X<200,36,existing paid,education,3711.0,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,103.08333333333333,26-35,25-36,0,137.44444444444446
1,no checking,15,delayed previously,used car,3594.0,<100,<1,1,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,239.6,46-60,13-24,0,78.1304347826087
1,0<=X<200,9,existing paid,new car,3195.0,no known savings,1<=X<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,355.0,26-35,<=12,0,96.81818181818181
1,no checking,36,delayed previously,radio/tv,4454.0,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,123.72222222222223,26-35,25-36,0,131.0
2,0<=X<200,24,critical/other existing credit,furniture/equipment,4736.0,<100,<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,197.33333333333334,18-25,13-24,0,189.44
1,0<=X<200,30,existing paid,radio/tv,2991.0,no known savings,>=7,2,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,99.7,18-25,25-36,0,119.64
1,no checking,11,existing paid,business,2142.0,>=1000,>=7,1,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes,194.72727272727272,26-35,<=12,0,76.5
2,<0,24,all paid,business,3161.0,<100,1<=X<4,4,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,131.70833333333334,26-35,13-24,1,101.96774193548387
2,0<=X<200,48,no credits/all paid,other,18424.0,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,383.8333333333333,26-35,37-60,0,575.75
1,no checking,10,existing paid,used car,2848.0,100<=X<500,1<=X<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,284.8,26-35,<=12,0,89.0
2,<0,6,existing paid,new car,14896.0,<100,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,2482.6666666666665,60+,<=12,0,219.05882352941177
2,<0,24,existing paid,furniture/equipment,2359.0,100<=X<500,unemployed,1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes,98.29166666666667,26-35,13-24,0,71.48484848484848
2,<0,24,existing paid,furniture/equipment,3345.0,<100,>=7,4,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,139.375,36-45,13-24,1,85.76923076923077
1,no checking,18,critical/other existing credit,furniture/equipment,1817.0,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes,100.94444444444444,26-35,13-24,0,64.89285714285714
1,no checking,48,delayed previously,radio/tv,12749.0,500<=X<1000,4<=X<7,4,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,265.6041666666667,36-45,37-60,0,344.56756756756755
2,<0,9,existing paid,radio/tv,1366.0,<100,<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,151.77777777777777,18-25,<=12,1,62.09090909090909
1,0<=X<200,12,existing paid,new car,2002.0,<100,4<=X<7,3,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,166.83333333333334,26-35,<=12,1,66.73333333333333
2,<0,24,all paid,furniture/equipment,6872.0,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,286.3333333333333,46-60,13-24,0,124.94545454545455
2,<0,12,all paid,new car,697.0,<100,<1,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,58.083333333333336,46-60,<=12,0,15.152173913043478
1,<0,18,critical/other existing credit,furniture/equipment,1049.0,<100,<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,58.27777777777778,18-25,13-24,1,49.95238095238095
2,<0,48,existing paid,used car,10297.0,<100,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,214.52083333333334,36-45,37-60,0,264.02564102564105
1,no checking,30,existing paid,radio/tv,1867.0,no known savings,>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,62.233333333333334,46-60,25-36,0,32.189655172413794
1,<0,12,delayed previously,new car,1344.0,<100,1<=X<4,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,112.0,36-45,<=12,0,31.25581395348837
1,<0,24,existing paid,furniture/equipment,1747.0,<100,<1,4,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,72.79166666666667,18-25,13-24,0,72.79166666666667
2,0<=X<200,9,existing paid,radio/tv,1670.0,<100,<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,185.55555555555554,18-25,<=12,0,75.9090909090909
1,no checking,9,critical/other existing credit,new car,1224.0,<100,1<=X<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,136.0,26-35,<=12,0,40.8
1,no checking,12,critical/other existing credit,radio/tv,522.0,500<=X<1000,>=7,4,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,43.5,36-45,<=12,0,12.428571428571429
1,<0,12,existing paid,radio/tv,1498.0,<100,1<=X<4,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,124.83333333333333,18-25,<=12,0,65.1304347826087
2,0<=X<200,30,delayed previously,radio/tv,1919.0,100<=X<500,<1,4,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes,63.96666666666667,26-35,25-36,0,63.96666666666667
2,>=200,9,existing paid,radio/tv,745.0,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,82.77777777777777,26-35,<=12,0,26.607142857142858
1,0<=X<200,6,existing paid,radio/tv,2063.0,<100,<1,4,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,343.8333333333333,26-35,<=12,1,68.76666666666667
2,0<=X<200,60,existing paid,education,6288.0,<100,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes,104.8,36-45,37-60,0,149.71428571428572
1,no checking,24,critical/other existing credit,used car,6842.0,no known savings,1<=X<4,2,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes,285.0833333333333,46-60,13-24,0,148.7391304347826
1,no checking,12,existing paid,new car,3527.0,no known savings,<1,2,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,293.9166666666667,36-45,<=12,0,78.37777777777778
1,no checking,10,existing paid,new car,1546.0,<100,1<=X<4,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,154.6,26-35,<=12,0,49.87096774193548
1,no checking,24,existing paid,furniture/equipment,929.0,no known savings,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,38.708333333333336,26-35,13-24,0,29.967741935483872
1,no checking,4,critical/other existing credit,new car,1455.0,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,363.75,36-45,<=12,0,34.642857142857146
1,<0,15,existing paid,furniture/equipment,1845.0,<100,<1,4,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,123.0,46-60,13-24,1,40.108695652173914
1,0<=X<200,48,no credits/all paid,new car,8358.0,500<=X<1000,<1,1,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,174.125,26-35,37-60,0,278.6
2,<0,24,all paid,furniture/equipment,3349.0,500<=X<1000,<1,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,139.54166666666666,26-35,13-24,0,111.63333333333334
1,no checking,12,existing paid,new car,2859.0,no known savings,unemployed,4,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,238.25,36-45,<=12,0,75.23684210526316
2,no checking,18,existing paid,furniture/equipment,1533.0,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,85.16666666666667,36-45,13-24,0,35.651162790697676
2,no checking,24,existing paid,radio/tv,3621.0,100<=X<500,>=7,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,150.875,26-35,13-24,0,116.80645161290323
1,0<=X<200,18,critical/other existing credit,business,3590.0,<100,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes,199.44444444444446,36-45,13-24,0,89.75
2,<0,36,delayed previously,business,2145.0,<100,4<=X<7,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,59.583333333333336,18-25,25-36,0,89.375
2,0<=X<200,24,existing paid,used car,4113.0,500<=X<1000,<1,3,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,171.375,26-35,13-24,1,146.89285714285714
2,no checking,36,existing paid,furniture/equipment,10974.0,<100,unemployed,4,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,304.8333333333333,26-35,25-36,0,422.0769230769231
1,<0,12,existing paid,new car,1893.0,<100,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,157.75,26-35,<=12,0,65.27586206896552
1,<0,24,critical/other existing credit,radio/tv,1231.0,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,51.291666666666664,46-60,13-24,1,21.596491228070175
1,>=200,30,critical/other existing credit,radio/tv,3656.0,no known savings,>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,121.86666666666666,46-60,25-36,0,74.61224489795919
1,0<=X<200,9,critical/other existing credit,radio/tv,1154.0,<100,>=7,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,128.22222222222223,36-45,<=12,0,31.18918918918919
2,<0,28,existing paid,new car,4006.0,<100,1<=X<4,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,143.07142857142858,36-45,25-36,0,89.02222222222223
1,0<=X<200,24,existing paid,furniture/equipment,3069.0,100<=X<500,>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes,127.875,26-35,13-24,0,102.3
1,no checking,6,critical/other existing credit,radio/tv,1740.0,<100,>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,290.0,26-35,<=12,1,58.0
1,0<=X<200,21,delayed previously,new car,2353.0,<100,1<=X<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes,112.04761904761905,46-60,13-24,0,50.06382978723404
1,no checking,15,existing paid,new car,3556.0,no known savings,1<=X<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes,237.06666666666666,26-35,13-24,0,122.62068965517241
2,no checking,24,existing paid,radio/tv,2397.0,500<=X<1000,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,99.875,26-35,13-24,0,68.48571428571428
1,0<=X<200,6,existing paid,repairs,454.0,<100,<1,3,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,75.66666666666667,18-25,<=12,0,20.636363636363637
1,0<=X<200,30,existing paid,radio/tv,1715.0,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,57.166666666666664,26-35,25-36,0,65.96153846153847
2,0<=X<200,27,critical/other existing credit,radio/tv,2520.0,500<=X<1000,1<=X<4,4,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,93.33333333333333,18-25,25-36,0,109.56521739130434
1,no checking,15,existing paid,radio/tv,3568.0,<100,>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,237.86666666666667,46-60,13-24,1,66.07407407407408
1,no checking,42,existing paid,radio/tv,7166.0,no known savings,4<=X<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,170.61904761904762,26-35,37-60,1,247.10344827586206
1,<0,11,critical/other existing credit,new car,3939.0,<100,1<=X<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,358.09090909090907,36-45,<=12,0,98.475
1,0<=X<200,15,existing paid,repairs,1514.0,100<=X<500,1<=X<4,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,100.93333333333334,18-25,13-24,0,68.81818181818181
1,no checking,24,existing paid,new car,7393.0,<100,1<=X<4,1,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,308.0416666666667,36-45,13-24,0,171.93023255813952
2,<0,24,all paid,new car,1193.0,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes,49.708333333333336,26-35,13-24,1,41.13793103448276
2,<0,60,existing paid,business,7297.0,<100,>=7,4,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,121.61666666666666,36-45,37-60,1,202.69444444444446
1,no checking,30,critical/other existing credit,radio/tv,2831.0,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,94.36666666666666,26-35,25-36,0,85.78787878787878
1,>=200,24,existing paid,radio/tv,1258.0,500<=X<1000,1<=X<4,3,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,52.416666666666664,46-60,13-24,0,22.07017543859649
1,0<=X<200,6,existing paid,radio/tv,753.0,<100,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,125.5,60+,<=12,0,11.765625
1,0<=X<200,18,delayed previously,business,2427.0,no known savings,>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,134.83333333333334,36-45,13-24,0,57.785714285714285
2,no checking,24,delayed previously,new car,2538.0,<100,>=7,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,105.75,46-60,13-24,0,54.0
2,0<=X<200,15,all paid,new car,1264.0,100<=X<500,1<=X<4,2,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,84.26666666666667,18-25,13-24,1,50.56
2,0<=X<200,30,critical/other existing credit,furniture/equipment,8386.0,<100,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,279.53333333333336,46-60,25-36,0,171.14285714285714
2,no checking,48,existing paid,business,4844.0,<100,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,100.91666666666667,26-35,37-60,1,146.78787878787878
1,>=200,21,existing paid,new car,2923.0,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,139.1904761904762,26-35,13-24,0,104.39285714285714
2,<0,36,existing paid,used car,8229.0,<100,1<=X<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,228.58333333333334,26-35,25-36,0,316.5
1,no checking,24,critical/other existing credit,furniture/equipment,2028.0,<100,4<=X<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,84.5,26-35,13-24,0,67.6
1,<0,15,critical/other existing credit,furniture/equipment,1433.0,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,95.53333333333333,18-25,13-24,1,57.32
1,>=200,42,no credits/all paid,business,6289.0,<100,<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes,149.73809523809524,26-35,37-60,0,190.57575757575756
1,no checking,13,existing paid,radio/tv,1409.0,100<=X<500,unemployed,2,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,108.38461538461539,60+,13-24,0,22.015625
1,<0,24,existing paid,used car,6579.0,<100,unemployed,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,274.125,26-35,13-24,0,226.86206896551724
1,0<=X<200,24,critical/other existing credit,radio/tv,1743.0,<100,>=7,4,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,72.625,46-60,13-24,0,36.3125
1,no checking,12,critical/other existing credit,education,3565.0,no known savings,<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,297.0833333333333,36-45,<=12,0,96.35135135135135
1,no checking,15,all paid,radio/tv,1569.0,100<=X<500,>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,104.6,26-35,13-24,0,46.14705882352941
1,<0,18,existing paid,radio/tv,1936.0,no known savings,4<=X<7,2,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,107.55555555555556,18-25,13-24,1,84.17391304347827
1,<0,36,existing paid,furniture/equipment,3959.0,<100,unemployed,4,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,109.97222222222223,26-35,25-36,0,131.96666666666667
1,no checking,12,existing paid,new car,2390.0,no known savings,>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,199.16666666666666,46-60,<=12,0,47.8
1,no checking,12,existing paid,furniture/equipment,1736.0,<100,4<=X<7,3,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,144.66666666666666,26-35,<=12,0,56.0
1,<0,30,existing paid,used car,3857.0,<100,1<=X<4,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,128.56666666666666,36-45,25-36,0,96.425
1,no checking,12,existing paid,radio/tv,804.0,<100,>=7,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,67.0,36-45,<=12,0,21.157894736842106
